    µm         	nm
4.323757e-001	1.000650e+001
4.326198e-001	9.952849e+000
4.328640e-001	9.926022e+000
4.331081e-001	1.003333e+001
4.333523e-001	9.979677e+000
4.335964e-001	1.000650e+001
4.338405e-001	9.952849e+000
4.340847e-001	9.899195e+000
4.343288e-001	9.979677e+000
4.345730e-001	9.952849e+000
4.348171e-001	9.979677e+000
4.350613e-001	9.979677e+000
4.353054e-001	1.000650e+001
4.355495e-001	9.952849e+000
4.357937e-001	9.952849e+000
4.360378e-001	9.899195e+000
4.362820e-001	9.926022e+000
4.365261e-001	9.899195e+000
4.367703e-001	9.979677e+000
4.370144e-001	9.899195e+000
4.372585e-001	9.926022e+000
4.375027e-001	9.899195e+000
4.377468e-001	9.952849e+000
4.379910e-001	9.899195e+000
4.382351e-001	9.952849e+000
4.384792e-001	9.979677e+000
4.387234e-001	1.000650e+001
4.389675e-001	9.952849e+000
4.392117e-001	9.979677e+000
4.394558e-001	9.926022e+000
4.397000e-001	9.926022e+000
4.399441e-001	9.952849e+000
4.401882e-001	1.000650e+001
4.404324e-001	9.952849e+000
4.406765e-001	9.979677e+000
4.409207e-001	1.000650e+001
4.411648e-001	9.979677e+000
4.414090e-001	1.003333e+001
4.416531e-001	9.952849e+000
4.418972e-001	9.952849e+000
4.421414e-001	1.000650e+001
4.423855e-001	9.952849e+000
4.426297e-001	9.979677e+000
4.428738e-001	9.979677e+000
4.431180e-001	9.899195e+000
4.433621e-001	1.000650e+001
4.436062e-001	9.952849e+000
4.438504e-001	9.872368e+000
4.440945e-001	9.979677e+000
4.443387e-001	1.003333e+001
4.445828e-001	9.926022e+000
4.448270e-001	9.952849e+000
4.450711e-001	9.979677e+000
4.453152e-001	1.000650e+001
4.455594e-001	9.952849e+000
4.458035e-001	9.952849e+000
4.460477e-001	9.952849e+000
4.462918e-001	9.926022e+000
4.465359e-001	9.979677e+000
4.467801e-001	9.979677e+000
4.470242e-001	1.000650e+001
4.472684e-001	9.979677e+000
4.475125e-001	9.899195e+000
4.477567e-001	9.952849e+000
4.480008e-001	9.926022e+000
4.482449e-001	9.952849e+000
4.484891e-001	9.952849e+000
4.487332e-001	9.952849e+000
4.489774e-001	9.979677e+000
4.492215e-001	9.899195e+000
4.494657e-001	1.000650e+001
4.497098e-001	9.872368e+000
4.499539e-001	9.979677e+000
4.501981e-001	9.872368e+000
4.504422e-001	9.952849e+000
4.506864e-001	9.926022e+000
4.509305e-001	9.926022e+000
4.511747e-001	9.926022e+000
4.514188e-001	9.926022e+000
4.516629e-001	1.003333e+001
4.519071e-001	9.899195e+000
4.521512e-001	9.979677e+000
4.523954e-001	9.926022e+000
4.526395e-001	9.979677e+000
4.528837e-001	9.899195e+000
4.531278e-001	9.926022e+000
4.533719e-001	9.926022e+000
4.536161e-001	9.979677e+000
4.538602e-001	9.952849e+000
4.541044e-001	9.979677e+000
4.543485e-001	9.926022e+000
4.545927e-001	9.979677e+000
4.548368e-001	9.926022e+000
4.550809e-001	9.979677e+000
4.553251e-001	9.926022e+000
4.555692e-001	9.952849e+000
4.558134e-001	1.000650e+001
4.560575e-001	9.899195e+000
4.563016e-001	9.952849e+000
4.565458e-001	9.952849e+000
4.567899e-001	1.000650e+001
4.570341e-001	9.979677e+000
4.572782e-001	9.899195e+000
4.575224e-001	9.952849e+000
4.577665e-001	9.926022e+000
4.580106e-001	9.899195e+000
4.582548e-001	9.926022e+000
4.584989e-001	9.926022e+000
4.587431e-001	9.926022e+000
4.589872e-001	1.000650e+001
4.592314e-001	9.979677e+000
4.594755e-001	9.952849e+000
4.597196e-001	9.979677e+000
4.599638e-001	9.952849e+000
4.602079e-001	9.952849e+000
4.604521e-001	9.952849e+000
4.606962e-001	9.899195e+000
4.609404e-001	9.926022e+000
4.611845e-001	9.926022e+000
4.614286e-001	9.926022e+000
4.616728e-001	9.899195e+000
4.619169e-001	9.979677e+000
4.621611e-001	9.899195e+000
4.624052e-001	9.952849e+000
4.626494e-001	9.952849e+000
4.628935e-001	9.899195e+000
4.631376e-001	9.979677e+000
4.633818e-001	9.899195e+000
4.636259e-001	1.000650e+001
4.638701e-001	1.000650e+001
4.641142e-001	9.952849e+000
4.643584e-001	9.979677e+000
4.646025e-001	9.899195e+000
4.648466e-001	9.979677e+000
4.650908e-001	9.979677e+000
4.653349e-001	1.000650e+001
4.655791e-001	9.952849e+000
4.658232e-001	1.000650e+001
4.660673e-001	9.926022e+000
4.663115e-001	9.952849e+000
4.665556e-001	9.926022e+000
4.667998e-001	9.952849e+000
4.670439e-001	1.000650e+001
4.672881e-001	9.899195e+000
4.675322e-001	9.979677e+000
4.677763e-001	9.952849e+000
4.680205e-001	9.952849e+000
4.682646e-001	9.952849e+000
4.685088e-001	9.899195e+000
4.687529e-001	9.979677e+000
4.689971e-001	9.952849e+000
4.692412e-001	9.926022e+000
4.694853e-001	1.000650e+001
4.697295e-001	9.952849e+000
4.699736e-001	9.979677e+000
4.702178e-001	9.952849e+000
4.704619e-001	9.979677e+000
4.707061e-001	9.952849e+000
4.709502e-001	9.926022e+000
4.711943e-001	1.000650e+001
4.714385e-001	9.979677e+000
4.716826e-001	9.979677e+000
4.719268e-001	9.926022e+000
4.721709e-001	9.952849e+000
4.724151e-001	1.000650e+001
4.726592e-001	9.979677e+000
4.729033e-001	9.899195e+000
4.731475e-001	9.952849e+000
4.733916e-001	9.979677e+000
4.736358e-001	1.000650e+001
4.738799e-001	9.899195e+000
4.741241e-001	9.899195e+000
4.743682e-001	9.952849e+000
4.746123e-001	9.872368e+000
4.748565e-001	9.952849e+000
4.751006e-001	9.979677e+000
4.753448e-001	9.899195e+000
4.755889e-001	9.926022e+000
4.758330e-001	9.979677e+000
4.760772e-001	9.979677e+000
4.763213e-001	9.926022e+000
4.765655e-001	9.926022e+000
4.768096e-001	9.952849e+000
4.770537e-001	9.952849e+000
4.772979e-001	9.979677e+000
4.775420e-001	9.926022e+000
4.777862e-001	9.952849e+000
4.780303e-001	1.000650e+001
4.782744e-001	1.003333e+001
4.785186e-001	9.899195e+000
4.787627e-001	9.899195e+000
4.790069e-001	9.926022e+000
4.792510e-001	9.899195e+000
4.794952e-001	9.899195e+000
4.797393e-001	9.952849e+000
4.799834e-001	9.926022e+000
4.802276e-001	9.979677e+000
4.804717e-001	9.952849e+000
4.807159e-001	9.952849e+000
4.809600e-001	9.872368e+000
4.812042e-001	9.979677e+000
4.814483e-001	9.952849e+000
4.816924e-001	9.926022e+000
4.819366e-001	9.952849e+000
4.821807e-001	9.899195e+000
4.824249e-001	9.952849e+000
4.826690e-001	9.899195e+000
4.829132e-001	1.000650e+001
4.831573e-001	9.979677e+000
4.834014e-001	1.003333e+001
4.836456e-001	1.000650e+001
4.838897e-001	9.979677e+000
4.841339e-001	9.952849e+000
4.843780e-001	9.979677e+000
4.846221e-001	1.000650e+001
4.848663e-001	9.979677e+000
4.851104e-001	9.979677e+000
4.853546e-001	9.979677e+000
4.855987e-001	1.000650e+001
4.858429e-001	9.952849e+000
4.860870e-001	9.979677e+000
4.863311e-001	9.979677e+000
4.865753e-001	1.006016e+001
4.868194e-001	9.872368e+000
4.870636e-001	9.979677e+000
4.873077e-001	9.979677e+000
4.875519e-001	9.952849e+000
4.877960e-001	9.952849e+000
4.880401e-001	9.926022e+000
4.882843e-001	1.000650e+001
4.885284e-001	9.872368e+000
4.887726e-001	1.000650e+001
4.890167e-001	9.926022e+000
4.892609e-001	9.926022e+000
4.895050e-001	9.979677e+000
4.897491e-001	9.979677e+000
4.899933e-001	9.926022e+000
4.902374e-001	9.952849e+000
4.904816e-001	9.926022e+000
4.907257e-001	1.000650e+001
4.909699e-001	9.979677e+000
4.912140e-001	9.979677e+000
4.914581e-001	9.926022e+000
4.917023e-001	9.952849e+000
4.919464e-001	9.979677e+000
4.921906e-001	9.899195e+000
4.924347e-001	9.926022e+000
4.926789e-001	9.899195e+000
4.929230e-001	1.000650e+001
4.931671e-001	9.926022e+000
4.934113e-001	1.003333e+001
4.936554e-001	1.006016e+001
4.938996e-001	9.952849e+000
4.941437e-001	9.926022e+000
4.943878e-001	9.952849e+000
4.946320e-001	1.000650e+001
4.948761e-001	1.003333e+001
4.951203e-001	1.000650e+001
4.953644e-001	1.000650e+001
4.956086e-001	9.952849e+000
4.958527e-001	1.006016e+001
4.960968e-001	1.003333e+001
4.963410e-001	1.000650e+001
4.965851e-001	9.952849e+000
4.968293e-001	9.952849e+000
4.970734e-001	9.979677e+000
4.973176e-001	1.003333e+001
4.975617e-001	9.952849e+000
4.978058e-001	9.952849e+000
4.980500e-001	9.979677e+000
4.982941e-001	9.979677e+000
4.985383e-001	1.000650e+001
4.987824e-001	1.003333e+001
4.990266e-001	9.979677e+000
4.992707e-001	9.952849e+000
4.995148e-001	1.000650e+001
4.997590e-001	1.000650e+001
5.000031e-001	1.000650e+001
5.002473e-001	9.952849e+000
5.004914e-001	9.952849e+000
5.007356e-001	9.952849e+000
5.009797e-001	9.979677e+000
5.012238e-001	9.979677e+000
5.014680e-001	9.926022e+000
5.017121e-001	9.899195e+000
5.019563e-001	9.952849e+000
5.022004e-001	9.952849e+000
5.024445e-001	9.979677e+000
5.026887e-001	1.003333e+001
5.029328e-001	9.979677e+000
5.031770e-001	1.006016e+001
5.034211e-001	9.979677e+000
5.036653e-001	9.926022e+000
5.039094e-001	9.979677e+000
5.041535e-001	9.899195e+000
5.043977e-001	9.926022e+000
5.046418e-001	9.952849e+000
5.048860e-001	9.872368e+000
5.051301e-001	9.899195e+000
5.053743e-001	9.979677e+000
5.056184e-001	9.952849e+000
5.058625e-001	1.000650e+001
5.061067e-001	9.899195e+000
5.063508e-001	9.926022e+000
5.065950e-001	9.952849e+000
5.068391e-001	9.899195e+000
5.070833e-001	1.006016e+001
5.073274e-001	1.000650e+001
5.075715e-001	9.979677e+000
5.078157e-001	9.979677e+000
5.080598e-001	1.000650e+001
5.083040e-001	1.000650e+001
5.085481e-001	9.979677e+000
5.087923e-001	9.926022e+000
5.090364e-001	9.952849e+000
5.092805e-001	9.979677e+000
5.095247e-001	9.979677e+000
5.097688e-001	9.979677e+000
5.100130e-001	1.000650e+001
5.102571e-001	9.952849e+000
5.105013e-001	1.006016e+001
5.107454e-001	1.000650e+001
5.109895e-001	1.000650e+001
5.112337e-001	1.000650e+001
5.114778e-001	1.000650e+001
5.117220e-001	9.952849e+000
5.119661e-001	9.979677e+000
5.122102e-001	9.979677e+000
5.124544e-001	9.979677e+000
5.126985e-001	9.952849e+000
5.129427e-001	9.979677e+000
5.131868e-001	1.006016e+001
5.134310e-001	9.952849e+000
5.136751e-001	1.003333e+001
5.139192e-001	1.000650e+001
5.141634e-001	9.899195e+000
5.144075e-001	1.000650e+001
5.146517e-001	9.952849e+000
5.148958e-001	9.952849e+000
5.151400e-001	9.926022e+000
5.153841e-001	9.899195e+000
5.156282e-001	9.926022e+000
5.158724e-001	9.979677e+000
5.161165e-001	9.952849e+000
5.163607e-001	9.899195e+000
5.166048e-001	9.952849e+000
5.168490e-001	9.952849e+000
5.170931e-001	9.979677e+000
5.173372e-001	9.979677e+000
5.175814e-001	9.952849e+000
5.178255e-001	9.952849e+000
5.180697e-001	9.926022e+000
5.183138e-001	9.952849e+000
5.185580e-001	9.979677e+000
5.188021e-001	1.003333e+001
5.190462e-001	9.899195e+000
5.192904e-001	1.000650e+001
5.195345e-001	1.000650e+001
5.197787e-001	9.952849e+000
5.200228e-001	9.952849e+000
5.202670e-001	1.003333e+001
5.205111e-001	9.899195e+000
5.207552e-001	1.006016e+001
5.209994e-001	1.003333e+001
5.212435e-001	9.926022e+000
5.214877e-001	9.979677e+000
5.217318e-001	9.952849e+000
5.219759e-001	9.979677e+000
5.222201e-001	1.000650e+001
5.224642e-001	1.003333e+001
5.227084e-001	9.952849e+000
5.229525e-001	9.979677e+000
5.231967e-001	9.979677e+000
5.234408e-001	1.003333e+001
5.236849e-001	1.003333e+001
5.239291e-001	9.899195e+000
5.241732e-001	9.952849e+000
5.244174e-001	1.000650e+001
5.246615e-001	9.952849e+000
5.249057e-001	1.003333e+001
5.251498e-001	9.952849e+000
5.253939e-001	9.979677e+000
5.256381e-001	9.979677e+000
5.258822e-001	9.979677e+000
5.261264e-001	9.979677e+000
5.263705e-001	1.003333e+001
5.266147e-001	9.952849e+000
5.268588e-001	9.952849e+000
5.271029e-001	1.006016e+001
5.273471e-001	1.000650e+001
5.275912e-001	9.952849e+000
5.278354e-001	9.979677e+000
5.280795e-001	9.952849e+000
5.283237e-001	9.952849e+000
5.285678e-001	1.000650e+001
5.288119e-001	1.000650e+001
5.290561e-001	9.952849e+000
5.293002e-001	9.979677e+000
5.295444e-001	9.979677e+000
5.297885e-001	1.006016e+001
5.300327e-001	9.952849e+000
5.302768e-001	9.979677e+000
5.305209e-001	1.000650e+001
5.307651e-001	1.003333e+001
5.310092e-001	9.979677e+000
5.312534e-001	1.000650e+001
5.314975e-001	9.979677e+000
5.317416e-001	9.979677e+000
5.319858e-001	9.899195e+000
5.322299e-001	1.000650e+001
5.324741e-001	1.006016e+001
5.327182e-001	1.000650e+001
5.329624e-001	9.899195e+000
5.332065e-001	9.979677e+000
5.334506e-001	9.952849e+000
5.336948e-001	9.926022e+000
5.339389e-001	9.899195e+000
5.341831e-001	9.872368e+000
5.344272e-001	9.952849e+000
5.346714e-001	9.979677e+000
5.349155e-001	9.926022e+000
5.351596e-001	9.926022e+000
5.354038e-001	9.979677e+000
5.356479e-001	1.006016e+001
5.358921e-001	9.926022e+000
5.361362e-001	9.979677e+000
5.363804e-001	9.952849e+000
5.366245e-001	9.952849e+000
5.368686e-001	1.000650e+001
5.371128e-001	9.979677e+000
5.373569e-001	9.926022e+000
5.376011e-001	9.979677e+000
5.378452e-001	1.003333e+001
5.380894e-001	9.952849e+000
5.383335e-001	9.979677e+000
5.385776e-001	9.952849e+000
5.388218e-001	9.979677e+000
5.390659e-001	9.899195e+000
5.393101e-001	1.000650e+001
5.395542e-001	9.979677e+000
5.397984e-001	9.926022e+000
5.400425e-001	9.926022e+000
5.402866e-001	9.899195e+000
5.405308e-001	9.899195e+000
5.407749e-001	9.952849e+000
5.410191e-001	9.979677e+000
5.412632e-001	9.926022e+000
5.415073e-001	9.926022e+000
5.417515e-001	9.952849e+000
5.419956e-001	1.000650e+001
5.422398e-001	9.979677e+000
5.424839e-001	1.000650e+001
5.427281e-001	1.003333e+001
5.429722e-001	9.952849e+000
5.432163e-001	9.899195e+000
5.434605e-001	9.979677e+000
5.437046e-001	9.926022e+000
5.439488e-001	9.979677e+000
5.441929e-001	9.979677e+000
5.444371e-001	1.003333e+001
5.446812e-001	9.952849e+000
5.449253e-001	1.003333e+001
5.451695e-001	9.926022e+000
5.454136e-001	1.000650e+001
5.456578e-001	9.979677e+000
5.459019e-001	9.979677e+000
5.461461e-001	9.926022e+000
5.463902e-001	9.952849e+000
5.466343e-001	9.979677e+000
5.468785e-001	9.926022e+000
5.471226e-001	9.979677e+000
5.473668e-001	1.003333e+001
5.476109e-001	1.000650e+001
5.478551e-001	9.952849e+000
5.480992e-001	9.952849e+000
5.483433e-001	9.979677e+000
5.485875e-001	1.003333e+001
5.488316e-001	1.000650e+001
5.490758e-001	9.952849e+000
5.493199e-001	1.000650e+001
5.495640e-001	9.952849e+000
5.498082e-001	9.926022e+000
5.500523e-001	1.000650e+001
5.502965e-001	9.926022e+000
5.505406e-001	9.899195e+000
5.507848e-001	9.952849e+000
5.510289e-001	9.979677e+000
5.512730e-001	9.926022e+000
5.515172e-001	9.952849e+000
5.517613e-001	9.926022e+000
5.520055e-001	9.952849e+000
5.522496e-001	1.000650e+001
5.524938e-001	1.000650e+001
5.527379e-001	1.000650e+001
5.529820e-001	9.979677e+000
5.532262e-001	9.926022e+000
5.534703e-001	9.979677e+000
5.537145e-001	1.003333e+001
5.539586e-001	9.952849e+000
5.542028e-001	9.899195e+000
5.544469e-001	9.952849e+000
5.546910e-001	9.926022e+000
5.549352e-001	9.899195e+000
5.551793e-001	9.926022e+000
5.554235e-001	9.952849e+000
5.556676e-001	9.979677e+000
5.559118e-001	9.926022e+000
5.561559e-001	1.003333e+001
5.564000e-001	1.003333e+001
5.566442e-001	1.000650e+001
5.568883e-001	9.952849e+000
5.571325e-001	9.952849e+000
5.573766e-001	9.979677e+000
5.576208e-001	9.899195e+000
5.578649e-001	9.979677e+000
5.581090e-001	9.979677e+000
5.583532e-001	1.003333e+001
5.585973e-001	1.003333e+001
5.588415e-001	9.979677e+000
5.590856e-001	1.003333e+001
5.593297e-001	1.000650e+001
5.595739e-001	9.952849e+000
5.598180e-001	9.979677e+000
5.600622e-001	1.000650e+001
5.603063e-001	9.845541e+000
5.605505e-001	1.003333e+001
5.607946e-001	1.000650e+001
5.610387e-001	1.000650e+001
5.612829e-001	9.979677e+000
5.615270e-001	9.952849e+000
5.617712e-001	9.979677e+000
5.620153e-001	9.952849e+000
5.622595e-001	1.000650e+001
5.625036e-001	1.003333e+001
5.627477e-001	9.979677e+000
5.629919e-001	9.979677e+000
5.632360e-001	1.000650e+001
5.634802e-001	9.952849e+000
5.637243e-001	9.979677e+000
5.639685e-001	1.006016e+001
5.642126e-001	1.006016e+001
5.644567e-001	1.000650e+001
5.647009e-001	1.000650e+001
5.649450e-001	1.006016e+001
5.651892e-001	1.003333e+001
5.654333e-001	9.979677e+000
5.656775e-001	9.979677e+000
5.659216e-001	9.979677e+000
5.661657e-001	9.899195e+000
5.664099e-001	9.952849e+000
5.666540e-001	9.952849e+000
5.668982e-001	1.000650e+001
5.671423e-001	9.979677e+000
5.673865e-001	9.979677e+000
5.676306e-001	1.000650e+001
5.678747e-001	9.952849e+000
5.681189e-001	9.979677e+000
5.683630e-001	1.000650e+001
5.686072e-001	1.000650e+001
5.688513e-001	1.000650e+001
5.690954e-001	9.952849e+000
5.693396e-001	1.003333e+001
5.695837e-001	9.952849e+000
5.698279e-001	1.000650e+001
5.700720e-001	9.979677e+000
5.703162e-001	9.979677e+000
5.705603e-001	1.006016e+001
5.708044e-001	1.000650e+001
5.710486e-001	1.000650e+001
5.712927e-001	1.006016e+001
5.715369e-001	1.000650e+001
5.717810e-001	1.003333e+001
5.720252e-001	1.003333e+001
5.722693e-001	9.926022e+000
5.725134e-001	1.006016e+001
5.727576e-001	9.979677e+000
5.730017e-001	1.008698e+001
5.732459e-001	9.952849e+000
5.734900e-001	1.000650e+001
5.737342e-001	1.000650e+001
5.739783e-001	1.006016e+001
5.742224e-001	1.000650e+001
5.744666e-001	1.003333e+001
5.747107e-001	1.003333e+001
5.749549e-001	1.000650e+001
5.751990e-001	9.979677e+000
5.754432e-001	9.979677e+000
5.756873e-001	9.952849e+000
5.759314e-001	1.000650e+001
5.761756e-001	1.000650e+001
5.764197e-001	1.003333e+001
5.766639e-001	1.000650e+001
5.769080e-001	1.000650e+001
5.771522e-001	9.952849e+000
5.773963e-001	9.952849e+000
5.776404e-001	9.952849e+000
5.778846e-001	9.952849e+000
5.781287e-001	1.006016e+001
5.783729e-001	1.011381e+001
5.786170e-001	9.952849e+000
5.788611e-001	1.000650e+001
5.791053e-001	1.000650e+001
5.793494e-001	9.952849e+000
5.795936e-001	1.003333e+001
5.798377e-001	1.003333e+001
5.800819e-001	9.979677e+000
5.803260e-001	1.000650e+001
5.805701e-001	1.000650e+001
5.808143e-001	9.979677e+000
5.810584e-001	1.006016e+001
5.813026e-001	9.979677e+000
5.815467e-001	9.979677e+000
5.817909e-001	9.952849e+000
5.820350e-001	1.003333e+001
5.822791e-001	9.952849e+000
5.825233e-001	9.979677e+000
5.827674e-001	9.979677e+000
5.830116e-001	1.003333e+001
5.832557e-001	9.979677e+000
5.834999e-001	1.000650e+001
5.837440e-001	1.006016e+001
5.839881e-001	1.000650e+001
5.842323e-001	9.979677e+000
5.844764e-001	9.979677e+000
5.847206e-001	9.979677e+000
5.849647e-001	9.952849e+000
5.852089e-001	9.952849e+000
5.854530e-001	9.952849e+000
5.856971e-001	9.952849e+000
5.859413e-001	9.979677e+000
5.861854e-001	9.979677e+000
5.864296e-001	9.952849e+000
5.866737e-001	9.979677e+000
5.869178e-001	9.979677e+000
5.871620e-001	9.979677e+000
5.874061e-001	9.952849e+000
5.876503e-001	1.000650e+001
5.878944e-001	1.006016e+001
5.881386e-001	9.926022e+000
5.883827e-001	9.926022e+000
5.886268e-001	9.952849e+000
5.888710e-001	1.000650e+001
5.891151e-001	9.926022e+000
5.893593e-001	9.979677e+000
5.896034e-001	9.952849e+000
5.898476e-001	9.979677e+000
5.900917e-001	9.979677e+000
5.903358e-001	9.952849e+000
5.905800e-001	9.979677e+000
5.908241e-001	1.003333e+001
5.910683e-001	9.952849e+000
5.913124e-001	9.979677e+000
5.915566e-001	9.926022e+000
5.918007e-001	1.000650e+001
5.920448e-001	9.952849e+000
5.922890e-001	9.979677e+000
5.925331e-001	1.000650e+001
5.927773e-001	9.979677e+000
5.930214e-001	9.899195e+000
5.932656e-001	9.979677e+000
5.935097e-001	1.000650e+001
5.937538e-001	1.003333e+001
5.939980e-001	9.926022e+000
5.942421e-001	9.926022e+000
5.944863e-001	1.000650e+001
5.947304e-001	1.000650e+001
5.949746e-001	9.952849e+000
5.952187e-001	9.979677e+000
5.954628e-001	1.000650e+001
5.957070e-001	9.926022e+000
5.959511e-001	9.979677e+000
5.961953e-001	9.979677e+000
5.964394e-001	9.926022e+000
5.966835e-001	1.000650e+001
5.969277e-001	1.000650e+001
5.971718e-001	1.000650e+001
5.974160e-001	1.003333e+001
5.976601e-001	1.000650e+001
5.979043e-001	1.000650e+001
5.981484e-001	9.926022e+000
5.983925e-001	9.952849e+000
5.986367e-001	1.003333e+001
5.988808e-001	9.952849e+000
5.991250e-001	1.003333e+001
5.993691e-001	1.000650e+001
5.996133e-001	1.000650e+001
5.998574e-001	9.952849e+000
6.001015e-001	9.979677e+000
6.003457e-001	1.003333e+001
6.005898e-001	9.979677e+000
6.008340e-001	9.952849e+000
6.010781e-001	9.979677e+000
6.013223e-001	9.979677e+000
6.015664e-001	1.006016e+001
6.018105e-001	9.979677e+000
6.020547e-001	1.003333e+001
6.022988e-001	1.003333e+001
6.025430e-001	9.979677e+000
6.027871e-001	1.003333e+001
6.030313e-001	1.003333e+001
6.032754e-001	9.979677e+000
6.035195e-001	9.952849e+000
6.037637e-001	9.979677e+000
6.040078e-001	9.979677e+000
6.042520e-001	9.979677e+000
6.044961e-001	1.006016e+001
6.047403e-001	9.926022e+000
6.049844e-001	9.979677e+000
6.052285e-001	9.952849e+000
6.054727e-001	9.979677e+000
6.057168e-001	9.952849e+000
6.059610e-001	9.926022e+000
6.062051e-001	1.003333e+001
6.064492e-001	1.003333e+001
6.066934e-001	1.003333e+001
6.069375e-001	1.003333e+001
6.071817e-001	9.979677e+000
6.074258e-001	1.000650e+001
6.076700e-001	1.000650e+001
6.079141e-001	9.979677e+000
6.081582e-001	9.926022e+000
6.084024e-001	1.003333e+001
6.086465e-001	1.000650e+001
6.088907e-001	1.003333e+001
6.091348e-001	1.000650e+001
6.093790e-001	1.003333e+001
6.096231e-001	1.008698e+001
6.098672e-001	9.979677e+000
6.101114e-001	9.872368e+000
6.103555e-001	9.952849e+000
6.105997e-001	1.000650e+001
6.108438e-001	1.003333e+001
6.110880e-001	9.979677e+000
6.113321e-001	9.979677e+000
6.115762e-001	9.899195e+000
6.118204e-001	9.952849e+000
6.120645e-001	1.000650e+001
6.123087e-001	9.952849e+000
6.125528e-001	1.003333e+001
6.127970e-001	9.926022e+000
6.130411e-001	9.979677e+000
6.132852e-001	9.979677e+000
6.135294e-001	9.952849e+000
6.137735e-001	1.000650e+001
6.140177e-001	1.000650e+001
6.142618e-001	9.979677e+000
6.145060e-001	9.952849e+000
6.147501e-001	1.000650e+001
6.149942e-001	9.979677e+000
6.152384e-001	9.952849e+000
6.154825e-001	9.979677e+000
6.157267e-001	9.979677e+000
6.159708e-001	9.952849e+000
6.162149e-001	9.952849e+000
6.164591e-001	9.979677e+000
6.167032e-001	9.952849e+000
6.169474e-001	1.006016e+001
6.171915e-001	9.952849e+000
6.174357e-001	9.979677e+000
6.176798e-001	9.979677e+000
6.179239e-001	1.000650e+001
6.181681e-001	9.979677e+000
6.184122e-001	1.000650e+001
6.186564e-001	1.000650e+001
6.189005e-001	9.952849e+000
6.191447e-001	9.979677e+000
6.193888e-001	1.003333e+001
6.196329e-001	1.000650e+001
6.198771e-001	1.006016e+001
6.201212e-001	9.952849e+000
6.203654e-001	9.952849e+000
6.206095e-001	9.926022e+000
6.208537e-001	9.952849e+000
6.210978e-001	9.979677e+000
6.213419e-001	9.952849e+000
6.215861e-001	9.899195e+000
6.218302e-001	1.003333e+001
6.220744e-001	9.926022e+000
6.223185e-001	9.952849e+000
6.225627e-001	1.000650e+001
6.228068e-001	1.000650e+001
6.230509e-001	9.926022e+000
6.232951e-001	9.952849e+000
6.235392e-001	9.926022e+000
6.237834e-001	9.952849e+000
6.240275e-001	9.979677e+000
6.242716e-001	9.952849e+000
6.245158e-001	9.926022e+000
6.247599e-001	9.926022e+000
6.250041e-001	9.926022e+000
6.252482e-001	1.000650e+001
6.254924e-001	9.872368e+000
6.257365e-001	9.899195e+000
6.259806e-001	9.979677e+000
6.262248e-001	9.926022e+000
6.264689e-001	9.872368e+000
6.267131e-001	9.845541e+000
6.269572e-001	9.979677e+000
6.272014e-001	9.979677e+000
6.274455e-001	9.899195e+000
6.276896e-001	9.979677e+000
6.279338e-001	9.952849e+000
6.281779e-001	9.926022e+000
6.284221e-001	9.926022e+000
6.286662e-001	9.979677e+000
6.289104e-001	9.899195e+000
6.291545e-001	9.952849e+000
6.293986e-001	9.926022e+000
6.296428e-001	9.952849e+000
6.298869e-001	9.979677e+000
6.301311e-001	9.926022e+000
6.303752e-001	9.979677e+000
6.306194e-001	9.979677e+000
6.308635e-001	9.979677e+000
6.311076e-001	9.845541e+000
6.313518e-001	9.952849e+000
6.315959e-001	9.979677e+000
6.318401e-001	9.926022e+000
6.320842e-001	9.926022e+000
6.323284e-001	9.979677e+000
6.325725e-001	9.952849e+000
6.328166e-001	9.926022e+000
6.330608e-001	1.000650e+001
6.333049e-001	9.926022e+000
6.335491e-001	9.952849e+000
6.337932e-001	9.952849e+000
6.340373e-001	9.952849e+000
6.342815e-001	1.003333e+001
6.345256e-001	9.952849e+000
6.347698e-001	1.000650e+001
6.350139e-001	1.006016e+001
6.352581e-001	9.979677e+000
6.355022e-001	1.000650e+001
6.357463e-001	9.979677e+000
6.359905e-001	1.000650e+001
6.362346e-001	9.952849e+000
6.364788e-001	1.000650e+001
6.367229e-001	9.926022e+000
6.369671e-001	9.952849e+000
6.372112e-001	9.979677e+000
6.374553e-001	1.000650e+001
6.376995e-001	9.952849e+000
6.379436e-001	9.952849e+000
6.381878e-001	1.006016e+001
6.384319e-001	1.000650e+001
6.386761e-001	1.000650e+001
6.389202e-001	9.926022e+000
6.391643e-001	9.979677e+000
6.394085e-001	9.952849e+000
6.396526e-001	9.979677e+000
6.398968e-001	1.000650e+001
6.401409e-001	9.926022e+000
6.403851e-001	9.926022e+000
6.406292e-001	9.926022e+000
6.408733e-001	9.952849e+000
6.411175e-001	9.952849e+000
6.413616e-001	9.926022e+000
6.416058e-001	9.979677e+000
6.418499e-001	1.000650e+001
6.420941e-001	1.003333e+001
6.423382e-001	1.000650e+001
6.425823e-001	9.979677e+000
6.428265e-001	9.926022e+000
6.430706e-001	9.952849e+000
6.433148e-001	9.926022e+000
6.435589e-001	9.926022e+000
6.438030e-001	9.979677e+000
6.440472e-001	9.926022e+000
6.442913e-001	9.899195e+000
6.445355e-001	9.872368e+000
6.447796e-001	9.979677e+000
6.450238e-001	9.952849e+000
6.452679e-001	9.952849e+000
6.455120e-001	9.872368e+000
